SiteID;Country;Latitude;Longitude;Eastings_X;Northings_Y;Region;Site;Architecture;LabNumber;C14;STD;Delta13C;Delta15N;MarineResources;AquaticResources;DeltaR;DeltaRErr;Curve;Food.source;Material;Context;Source;MainBibliography;Bibliography;Observations
S117;Spain;43,527;-5,7798;760226;4824378;North;Monte Areo XII;Tumulus;UtC-7218;5404;41;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Wood;n/a;Arias Cabal et al 2000, 131;de Blas 1999;Arias Cabal et al 2000, 131/De Blas 1999;Geographic coordinates approximated
S117;Spain;43,527;-5,7798;760226;4824378;North;Monte Areo XII;Tumulus;UtC-7220;5284;42;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Wood;n/a;Arias Cabal et al 2000, 131;de Blas 1999;Arias Cabal et al 2000, 131/De Blas 1999;Geographic coordinates approximated
S117;Spain;43,527;-5,7798;760226;4824378;North;Monte Areo XII;Tumulus;UtC-7219;5368;42;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Wood;n/a;Arias Cabal et al 2000, 131;de Blas 1999;Arias Cabal et al 2000, 131/De Blas 1999;Geographic coordinates approximated
S117;Spain;43,527;-5,7798;760226;4824378;North;Monte Areo XII;Tumulus;UtC-7217;5368;44;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Wood;n/a;Arias Cabal et al 2000, 131;de Blas 1999;Arias Cabal et al 2000, 131/De Blas 1999;Geographic coordinates approximated
S118;Spain;43,5251;-5,7891;759482;4824138;North;Monte Areo XV;Tumulus;GrN-22025;4850;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Arias Cabal et al 2000, 131;de Blas 1999;Arias Cabal et al 2000, 131/De Blas 1999;n/a
S118;Spain;43,5251;-5,7891;759482;4824138;North;Monte Areo XV;Tumulus;GrN-19724;5040;70;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Arias Cabal et al 2000, 131;de Blas 1999;Arias Cabal et al 2000, 131/De Blas 1999;n/a
S119;Portugal;37,20637;-8,593535;536067;4117843;South;Monte Canelas 1;Rock-cut-tomb, artificial cave & hypogeum;OxA-5515;4420;60;-19,7;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber;Moran, Parreira 2007;Silva 1997;Lozano Medina 2017;n/a
S119;Portugal;37,20637;-8,593535;536067;4117843;South;Monte Canelas 1;Rock-cut-tomb, artificial cave & hypogeum;OxA-5514;4370;60;-19,1;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber;Moran, Parreira 2007;Silva 1997;Lozano Medina 2017;n/a
S119;Portugal;37,20637;-8,593535;536067;4117843;South;Monte Canelas 1;Rock-cut-tomb, artificial cave & hypogeum;Beta-290368;4450;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Inferior levels;Moran Hernandez 2014;n/a;Moran Hernandez 2014;n/a
S119;Portugal;37,20637;-8,593535;536067;4117843;South;Monte Canelas 1;Rock-cut-tomb, artificial cave & hypogeum;Beta-305583;4550;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Inferior levels;Moran Hernandez 2014;n/a;Moran Hernandez 2014;n/a
S119;Portugal;37,20637;-8,593535;536067;4117843;South;Monte Canelas 1;Rock-cut-tomb, artificial cave & hypogeum;Beta-290365;4970;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Inferior levels;Moran Hernandez 2014;n/a;Moran Hernandez 2014;n/a
S119;Portugal;37,20637;-8,593535;536067;4117843;South;Monte Canelas 1;Rock-cut-tomb, artificial cave & hypogeum;Beta-290366;4520;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;n/a;n/a;Moran Hernandez 2014;n/a;Moran Hernandez 2014;n/a
S119;Portugal;37,20637;-8,593535;536067;4117843;South;Monte Canelas 1;Rock-cut-tomb, artificial cave & hypogeum;Beta-290364;3620;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Superior level;Moran Hernandez 2014;n/a;Moran Hernandez 2014;n/a
S119;Portugal;37,20637;-8,593535;536067;4117843;South;Monte Canelas 1;Rock-cut-tomb, artificial cave & hypogeum;PSUAMS-3902;4465;25;-19,2;9,9;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Olalde et al 2019;n/a;Olalde et al 2019;n/a
S120;Portugal;41,2;-8,03;581331;4561412;Douro/Duero and Mondego basins;Monte da Olheira;Passage grave;GrN-15330;5195;25;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Ancient soil;Cruz 1995;n/a;Cruz 1995;n/a
S120;Portugal;41,2;-8,03;581331;4561412;Douro/Duero and Mondego basins;Monte da Olheira;Passage grave;GrN-15331;5400;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Hearth;MuÅller 1998, 82;Criado Borado, Fabegras Valcarce 1989;MuÅller 1998, 82/Criado Boado, Fabregas Valcarce 1989, 685;n/a
S120;Portugal;41,2;-8,03;581331;4561412;Douro/Duero and Mondego basins;Monte da Olheira;Passage grave;UGRA-287;5630;90;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Hearth;MuÅller 1998, 82;Criado Borado, Fabegras Valcarce 1989;MuÅller 1998, 82/Criado Boado, Fabregas Valcarce 1989, 685;n/a
S121;Spain;42,6521;-8,1295;571352;4722549;North;Monte da Romea;Megalithic grave;Ua-20004;4520;50;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;By last stone deposit, blocking the entrance;MaÒana Borrazas 2003;n/a;MaÒana Borrazas 2003;n/a
S121;Spain;42,6521;-8,1295;571352;4722549;North;Monte da Romea;Megalithic grave;Ua-20005;5055;55;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Debris tumulus;MaÒana Borrazas 2003;n/a;MaÒana Borrazas 2003;n/a
S121;Spain;42,6521;-8,1295;571352;4722549;North;Monte da Romea;Megalithic grave;Ua-20003;4265;50;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Debris tumulus, entrance area;MaÒana Borrazas 2003;n/a;MaÒana Borrazas 2003;n/a
S122;Portugal;41,1444;-8,0851;576776;4555190;Douro/Duero and Mondego basins;Monte Maninho;Passage grave;GrN-15569;5805;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Under tumulus;Cruz 1995;n/a;Cruz 1995;n/a
S122;Portugal;41,1444;-8,0851;576776;4555190;Douro/Duero and Mondego basins;Monte Maninho;Passage grave;CSIC-755;5680;80;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Under tumulus;Cruz 1995;n/a;Cruz 1995;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;OxA-32304;4179;29;-18,6;9,7;1,1;1,2;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;Bayliss et al 2016;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;OxA-32301;4168;30;-19,1;9;1,3;1,2;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;Bayliss et al 2016;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;SUERC-47682;4129;33;-19;9,7;1,4;1,5;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;Bayliss et al 2016;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;OxA-32303;4164;36;-19,1;9,9;1,4;1,6;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;Bayliss et al 2016;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;OxA-30439;4125;30;-18,8;9,8;1,5;1,6;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;Bayliss et al 2016;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;SUERC-47686;4168;33;-19,1;9,9;1,6;1,6;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;Bayliss et al 2016;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;OxA-30385;4151;30;-18,9;10,7;1,7;2,1;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;Bayliss et al 2016;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;OxA-32302;4145;29;-18,4;10,6;1,9;2,1;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;Bayliss et al 2016;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;SUERC-60405;4203;28;19,3;9,7;1,1;1,2;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;CNA-588;4060;40;-21,38;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;Fernandez Flores, Aycart 2013/Bayliss et al 2016;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;CNA-585;4250;35;-20,6;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;Fernandez Flores, Aycart 2013/Bayliss et al 2016;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;Ua-40803;4165;30;-20,4;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;Fernandez Flores, Aycart 2013/Bayliss et al 2016;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;CNA-586;4140;50;-20,31;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;Fernandez Flores, Aycart 2013/Bayliss et al 2016;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;Ua-40801;4180;30;-19,4;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;Fernandez Flores, Aycart 2013/Bayliss et al 2016;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;CNA-1303;4277;31;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Megalithic grave;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;Garcia Sanjuan et al 2013;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;CNA-1291;4161;34;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Megalithic grave;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;Garcia Sanjuan et al 2013;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;OxA-X-2535-32;5802;34;-18,7;9,6;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Megalithic grave. Maybe pre-dating the construction of the corridor;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;OxA-32200;2569;29;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;Ua-40805;4086;35;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;SUERC-60401;4192;27;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Megalithic grave;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;OxA-32299;4222;28;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Megalithic grave;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;OxA-28245;4279;29;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;Ua-40804;3862;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;OxA-32370;4277;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;Ua-40802;4002;31;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;CNA-1300;4094;36;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Megalithic grave;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;OxA-32300;4147;37;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Megalithic grave;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;CNA-589;4400;60;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;CNA-1301;4100;68;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;Megalithic grave;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;CNA-587;3950;70;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;Erl-17298;2439;58;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Ivory;Megalithic grave;Garcia Sanjuan et al 2008;n/a;Garcia Sanjuan et al 2008;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;Erl-17927;2299;68;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Ivory;Megalithic grave;Garcia Sanjuan et al 2008;n/a;Garcia Sanjuan et al 2008;n/a
S123;Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;Erl-17299;3905;74;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Ivory;Megalithic grave;Garcia Sanjuan et al 2008;n/a;Garcia Sanjuan et al 2008;n/a
S124;Spain;39,8972;4,19;1629301;4500539;East;Montple;Dolmen;IRPA-1183;3435;35;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber;Mico Perez  2005;n/a;Mico Perez  2005;n/a
S124;Spain;39,8972;4,19;1629301;4500539;East;Montple;Dolmen;OxA-5807;3405;60;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber;Mico Perez  2005;n/a;Mico Perez  2005;n/a
S124;Spain;39,8972;4,19;1629301;4500539;East;Montple;Dolmen;OxA-5808;3410;60;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber;Mico Perez  2005;n/a;Mico Perez  2005;n/a
S124;Spain;39,8972;4,19;1629301;4500539;East;Montple;Dolmen;OxA-5810;3280;65;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber;Mico Perez  2005;n/a;Mico Perez  2005;n/a
S124;Spain;39,8972;4,19;1629301;4500539;East;Montple;Dolmen;OxA-5811;3425;65;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber;Mico Perez  2005;n/a;Mico Perez  2005;n/a
S124;Spain;39,8972;4,19;1629301;4500539;East;Montple;Dolmen;OxA-5809;3460;65;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber;Mico Perez  2005;n/a;Mico Perez  2005;n/a
