"Pass","Start S1","End S1","Start S2","End S2","Start S3","End S3",
391000,-6089.03,-1359.97,-2631.62,-1836.5,-1680.14,-1308.5,
391100,-4318.64,-2747.17,-2454.55,-2132.27,-1835.34,-1217.59,
391200,-4226.16,-3921.91,-2454.66,-2271.99,-1807.44,-1341.13,
391300,-4103.36,-3517.09,-2827.32,-1916.52,-1605.17,-1380.87,
391400,-5430.34,-1405.25,-1888.99,-1849.21,-1728.65,-1095.96,
391500,-4451.67,-3696.9,-2670.53,1649.41,-1670.22,-1277.06,
391600,-4418.86,-3236.41,-2173.9,-1591.88,-1594.68,-1163.49,
391700,-4166.71,-3678.45,-2924.95,1938.46,-1657.76,-1340.5,
391800,-4315.29,-3744.45,-2118.3,-1580.07,-1695.95,-1140.52,
391900,-4258.3,-3456.97,-2271.42,-1113.08,-1733.43,-1365.34,
392000,-4166.57,-3319.41,-2625.2,-1440.62,-1598.3,-1398.01,
392100,-4436.09,-3610.04,-2251.93,-1794.7,-1656.17,-1243.53,
392200,-4226.52,-3896.3,-3212.72,-1064.74,-1842.6,-1318,
392300,-4850.78,-3455.52,-3528.67,-1052.54,-1636.67,-1201.62,
392400,-4203.85,-3734.53,-2424.42,-1396.07,-1696.93,-1274.09,
392500,-4518.1,-3652.04,-2439.85,-2044.95,-1586.07,-1347.15,
392600,-4552.08,-2986.25,-1974.5,-1620.69,-1710.89,-1270.78,
392700,-4261.74,-3735.49,-2996.63,30.7527,-1775.82,-1332.2,
392800,-4095.13,-3768.8,-2434.69,-2403.36,-1666.79,-1330.27,
392900,-4112.48,-3230.75,-3367.14,-1532.79,-1652.85,-1412.51,
393000,-4308.7,-3759.67,-2217,-2158.17,-1676.01,-1092.4,
393100,-4941.09,-3498.8,-2933.38,-1167.63,-1611.22,-1293.97,
393200,-4337.72,-3678.19,-2674.38,-2570.38,-1611.58,-1332.88,
393300,-4239.93,-3934.15,-2339.13,-1740.43,-1672.63,-1255.99,
393400,-4073.65,-3689.1,-2457.5,-2180.54,-1746.88,-1295.31,
393500,-4260.08,-3822.44,-2892.95,-229.771,-1633.49,-1278.66,
393600,-4160.96,-3628.75,-2696.97,-1924.72,-1666.6,-1362.25,
393700,-4088.28,-3775.95,-2535.95,-2126.18,-1703.47,-1259.19,
393800,-4236.62,-3879.32,-4362.06,-1932.36,-1655.93,-1262.8,
393900,-5325.08,-3423.53,-1867.75,-1770.89,-1610.44,-1198.41,
394000,-4512.7,-3946.77,-2547.72,-2184.46,-2022.95,-1229.73,
394100,-4083.98,-3831.4,-3035.18,1636.3,-1587.01,-1102.58,
394200,-4541.31,-3670.52,-2763.96,-2379.49,-1605.13,-1328.42,
394300,-4393.38,-3818.7,-2319.82,-2040.43,-1626.31,-1220.44,
394400,-4186.38,-3831.06,-3073.22,-1066.76,-1796.04,-1066.66,
394500,-4184.07,-3836.26,-4855.84,-614.7,-1696.53,-1381.42,
394600,-4105.41,-3717.75,-2946.06,-2672.04,-1709.89,-1270.47,
394700,-4887.78,-2928.37,-3510.06,-2020.91,-1597.46,-1322.22,
394800,-4455.86,-3655.36,-3518.05,-1909.49,-1587.11,-1359.56,
394900,-4239.25,-2607.49,-2312.45,-1930.8,-1653.57,-1349.31,
395000,-4214.6,-3736.16,-3032.29,-1538.34,-1721.76,-1274.38,
395100,-4195.61,-3785.78,-2314.2,-1883.03,-1639.11,-1378.08,
395200,-4079.14,-3826.8,-2306.56,-2108.8,-1630.24,-1309.52,
395300,-3973.81,-3917.56,-4186.74,-1743.8,-1743.05,-1024.87,
395400,-5218.08,-3832.15,-2280.89,-2116.59,-1658.82,-1318.89,
395500,-4095.17,-3669.08,-3056.75,-964.482,-1751.85,-1169.9,
395600,-4364.5,-3669.75,-2462.31,-1522.49,-1596.98,-1246.03,
395700,-4798.82,-3391.46,-2687.99,-2166.23,-1591.49,-1307.37,
395800,-4021.07,-3748.09,-2318.75,-1244.89,-1733.11,-898.478,
395900,-4216.48,-3852.24,-2358.74,-2335.26,-1597.74,-1309.03,
396000,-4328.93,-3403.18,-2715.09,-2592.48,-1636.57,-1311.51,
396100,-4681.32,-3595.98,-2535.9,-1935.07,-1973.86,-1072.89,
396200,-4894.38,-2845.74,-4072.95,-1786.76,-1636.13,-1314.89,
396300,-4215.94,-3791.58,-4685.83,-1471.44,-1720.74,-1368.28,
396400,-4334.66,-2408.31,-1848.72,-1748.9,-1625.85,-1287.05,
396500,-4035.47,-3612.91,-4819.11,192.695,-1662.43,-1328.12,
396600,-5820.57,-3403.48,-2075.32,-1576.11,-1756.96,-1234.74,
396700,-4260.05,-3874.85,-2297.35,-2076.89,-1642.51,-924.766,
396800,-4046.41,-3624.28,-5137.71,212.06,-1722.25,-1362.69,
396900,-4787.46,-3680.94,-2519.45,-1851.68,-2266.25,-1229.73,
397000,-4362.2,-2956.3,-3656.88,-1889.61,-1725.46,-1267.01,
397100,-4199.63,-3855.61,-6215.6,-1670.4,-1750.91,-1168.46,
397200,-4203.42,-3822.5,-2318.79,-1669.15,-1721,-1223.03,
397300,-4313.95,-3431.59,-3057.12,-1071.5,-1661.96,-1305.4,
397400,-5527.18,-1391.82,-2093.02,-2062.58,-1705.62,-1216.46,
397500,-4199.57,-3616.68,-2432.41,-1941.87,-1819.61,-757.073,
397600,-4299.11,-3563.06,-2819.43,-1492.7,-1576.38,-1337.72,
397700,-4133.6,-3924.1,-2076.76,-1910.31,-1677.65,-1308.49,
397800,-4029.54,-3459.56,-3236.21,-2055.98,-1752.81,-1272.31,
397900,-4156.91,-3834.61,-2827.6,-2338.45,-1693.73,-1314.04,
398000,-4151.61,-3733.19,-2810.03,-1189.87,-1688.8,-1244.9,
398100,-4027.64,-3848.83,-2397.11,-937.294,-1568.26,-1312.71,
398200,-4300.17,-3788.66,-2484.63,-2117.92,-1765.98,-922.731,
398300,-4264.49,-3621.71,-2527.05,-2466.78,-1626.37,-1336.77,
398400,-4254.09,-3714.36,-2685.48,-2603.5,-1667.28,-1325.37,
398500,-4162.09,-3611.75,-2055.27,-1900.97,-1656.59,-1385.41,
398600,-4155.1,-3852.31,-2243.43,-1999.85,-1622.5,-1271.55,
398700,-4319.64,-3822.35,-2170.21,-2152.46,-1654.28,-1324.41,
398800,-4044.42,-3632.45,-3219.22,-1025.8,-1656.9,-1300.87,
398900,-4585.29,-3246.14,-2681.93,-2473.27,-1568.43,-1380.55,
399000,-4021.4,-3907.68,-2462.44,-2106.26,-1595.51,-1398.94,
399100,-4075.58,-3911.2,-2390.7,-839.043,-1624.8,-1392.94,
399200,-4202.34,-3661.26,-3229.02,-1449.46,-1616.36,-1171.44,
399300,-4163.38,-3879.62,-3998.72,1738.99,-1740.62,-1064.86,
399400,-4814.43,-3117.58,-2896.1,38.129,-1661.56,-1281.73,
399500,-4224.1,-3607.57,-4220.9,-1711.48,-1646.97,-1084.14,
399600,-4385.48,-3829.09,-2845.42,-2373.3,-1707.24,-1225.88,
399700,-5569.08,-3087.53,-3568.44,-1350.8,-1594.09,-1314.19,
399800,-4183.44,-3535.64,-4720.91,-1995.61,-1637.62,-999.064,
399900,-4191.37,-3411.59,-5210.81,-668.571,-2334.99,-961.298,
400000,-5600.56,-3501.93,-2504.67,-1989.66,-1804.22,-1122.67,
400100,-4225.71,-3890.52,-2744.9,-1853.01,-1569.08,-1402.39,
400200,-4673.11,-3682.07,-2735.54,-2223.96,-2069.85,-1039.24,
400300,-4223.67,-3722.7,-2050.8,-2009.98,-1655.02,-1307.24,
400400,-4170.61,-3345.3,-3056.24,-1363.41,-1568.52,-1301.83,
400500,-4329.93,-3754.94,-2514.26,-2163.5,-1737.61,-1365.49,
400600,-4229.84,-3613.61,-3310.45,-1511.56,-1754.42,-1261.38,
400700,-4788.7,-3529.97,-2422.96,-2287.2,-1853.11,-1318.45,
400800,-4111.87,-3695.52,-2503.96,-1060.81,-1716.69,-1108.51,
400900,-4032.99,-3644.36,-4937.32,-710.514,-1684.54,-1297.5,
401000,-4279.3,-3546.9,-2756.05,-2449.91,-1695.8,-1392.12,
401100,-4284.34,-3830.44,-2935.97,-1789.57,-1631.32,-1225.98,
401200,-4284.88,-3742.54,-2223.44,-1884.84,-1705.32,-1263.92,
401300,-4238.56,-3729.66,-3785.93,-2179.93,-1927.03,-1122.92,
401400,-4309.71,-3456.29,-2560.4,-1998.4,-1620.64,-1368.57,
401500,-4565.58,-3689.43,-3534.89,2025.16,-1702.23,-1146.7,
401600,-5652.07,-2798.2,-3861.76,-1982.78,-1675.72,-1273.97,
401700,-4141.08,-3846.64,-2857.79,-2326.27,-1544.23,-1291.8,
401800,-4048.08,-3785.86,-3238.5,-1480.32,-1745.45,-1097.14,
401900,-5037.6,-3488.63,-5761.06,-2015.11,-1804.23,-1355.1,
402000,-4419.2,-3648.82,-2465.58,-2278.52,-1698.1,-1321.12,
402100,-4181.31,-3499.48,-2800.68,-2136.58,-1824.57,-666.548,
402200,-4369.91,-3486.37,-2478.28,-276.858,-1754.7,-1282.26,
402300,-4043.51,-3748.52,-2152.63,-2032.75,-1774.05,-1201.29,
402400,-4548.46,-3774.25,-2620.8,-2403.38,-1757.18,-1266.53,
402500,-4336.69,-3856.83,-2115.15,-2016.9,-1628.21,-1281.9,
402600,-4262.14,-3742.23,-2887.18,1410.07,-1629.39,-1203.94,
402700,-4753.16,-3500.27,-2863.1,-1943.4,-1779.45,-1394.84,
402800,-4127.16,-3883.82,-2137.52,-2050.36,-1723.61,-1303.67,
402900,-4283.06,-3584.75,-3436.14,-1567.78,-1711.24,-1074.26,
403000,-4155.29,-4003.65,-2446.82,-2247.88,-1636.19,-1343.51,
403100,-4057.29,-3584.86,-2696.99,-2055.44,-1952.18,-1301.3,
403200,-4267.31,-3851.27,-4751.95,1718.78,-1699.75,-1218.07,
403300,-4597.1,-3607.83,-3529.54,-2044.5,-1679.66,-1269.2,
403400,-4170.82,-2402.67,-2877.08,-1954.72,-1762.76,-1278.47,
403500,-5568.77,-3352.27,-2605.89,-2232.03,-1652.21,-1376.15,
403600,-4177.41,-3911.66,-2724.23,136.389,-1699.51,-1233.28,
403700,-4133.75,-3534.7,-2688.07,-2317.44,-1722.82,-1262.92,
403800,-4594.98,-3836.79,-2516.23,-2147.3,-1729.25,-1148.43,
403900,-4057.71,-3862.34,-2549.48,-2396.78,-1820.97,-1138.45,
404000,-4123.13,-3624.84,-2249.55,-2205.1,-1597.27,-1276.07,
404100,-4380.3,-3751.67,-2761.76,-2347.47,-1817.54,-1008.02,
404200,-4275.15,-3778.62,-2404.95,-2044.56,-1616.3,-1194.49,
404300,-4104.71,-3823.63,-2407.2,-1949.11,-1756.68,-1157.65,
404400,-4264.23,-3245.33,-2313.89,-2140.48,-1708.59,-923.885,
404500,-3956.2,-3954.8,-5202.96,117.154,-1784.13,-1337.09,
404600,-4021.39,-3823.75,-5753.53,-194.06,-2049.93,-1171.53,
404700,-4270.62,-3928.09,-3534.63,-745.998,-2239.62,-1262.86,
404800,-4238.67,-1687.02,-2508.39,-1736.91,-1632.6,-1245.22,
404900,-4366.67,-3814.04,-2723.85,-1975.75,-1658.43,-1289.86,
405000,-4102.92,-3761.04,-2875.34,-1955.16,-1651.68,-1340.2,
405100,-4285.03,-3754.14,-2711.31,1305.07,-1718.98,-1209.63,
405200,-4237.09,-3226.99,-2567.13,-1262.87,-1641.25,-1342.91,
405300,-4178.6,-3600.06,-4595.9,-583.987,-1560.65,-1374.97,
405400,-4011.39,-3843.48,-5163.66,-1542.87,-1681.55,-1253.37,
405500,-5253.74,-2914.24,-3932.97,1400.54,-1639.35,-1332.59,
405600,-4223.41,-3956.54,-2592.16,-2196.09,-1730.41,-1267.53,
405700,-4273.59,-3313.1,-1956.06,-1801.26,-1572.25,-1255.76,
405800,-4670.26,-3712.51,-3495.09,1550.85,-1841.2,-1358.44,
405900,-4271.76,-3790.03,-2360,-937.512,-1781.64,-1305,
406000,-4081.13,-3844.62,-2068.53,-329.942,-1684.92,-1329.1,
406100,-3938.86,-3879.21,-2461.12,-2012.53,-1743.02,-1366.95,
406200,-4074.27,-3822.68,-2184.58,-1993.19,-1828.27,-1108.6,
406300,-4326.63,-3496.17,-2559.94,-2077.54,-1618.74,-1328.52,
406400,-4515.62,-3645.13,-2163.91,-1613.21,-1734.94,-1365.02,
406500,-4447.43,-3835.06,-3861.55,-1944.22,-1590.96,-1186.4,
406600,-4267.96,-3884.94,-2210.15,-2077.74,-1591.53,-1221.94,
406700,-4807.19,-1530.77,-3906.54,-2573.01,-1662.03,-1343.4,
406800,-4241.61,-3833.19,-2875.6,150.267,-1601.19,-1255.07,
406900,-4328.95,-3674.77,-2704.54,-1455.82,-1750.41,-1234.53,
407000,-4352.15,-3748.4,-3427.48,20.6277,-1609.44,-1307.41,
407100,-4328.71,-2560.32,-2158.23,-2027.64,-1712.38,-1363.2,
407200,-4786.59,-3591.83,-2847.04,-2433.49,-1576.45,-1373.06,
407300,-4515.12,-3819.93,-2746.19,-1843.63,-1646.91,-1397.21,
407400,-4272.47,-3745.95,-3629.36,-405.038,-1547.23,-1356.26,
407500,-4261.69,-2765.98,-6521.92,1347.67,-1591.25,-1298.3,
407600,-4835.4,-3797.55,-3278.03,-2023.23,-1641.85,-1378.02,
407700,-4294.94,-3370.25,-2889.09,-2484.66,-1670.57,-1210.34,
407800,-4152.12,-3492.35,-4847.71,-2137.65,-1638.53,-1321.38,
407900,-4252.76,-3659.01,-3254.91,-2112.71,-1671.72,-1252.6,
408000,-4007.63,-3922.2,-2596.16,-2161.07,-1565.63,-1365.06,
408100,-4412.5,-3648.25,-2388.3,-2243.31,-1750.68,-1268.25,
408200,-4389.51,-2560.02,-2945.51,-2225.18,-2727.2,-1138.42,
408300,-4890.53,-3667.44,-2115.55,-1888.06,-1922.55,-1065.09,
408400,-4728.04,-3656.02,-4556.68,-668.149,-2677.23,-946.26,
408500,-4258.99,-3514.68,-2108.85,-2020.08,-1835.58,-1264.85,
408600,-4186.89,-3622.18,-3266.13,-1938.45,-2441.3,-1105.03,
408700,-4237.19,-3564.24,-2999.92,-563.687,-1735.61,-1270.38,
408800,-4112.35,-3690.12,-2691.49,-1483.82,-1810.03,-1346.15,
408900,-4242.9,-3554.94,-3811.27,1370.99,-1669.65,-1317.21,
409000,-4133.32,-3577.52,-2536.43,-2039.37,-2016.7,-1191.93,
409100,-4038.56,-3299.25,-2187.16,-1904.98,-1683.09,-1364.52,
409200,-4056.78,-3893.47,-3266.82,-1999.92,-1621.57,-1281.46,
409300,-4175.99,-3875.36,-2291.5,-1539.5,-1602.32,-1170.37,
409400,-4174.55,-3869.11,-2511.13,-2273.35,-1751.15,-1267.28,
409500,-4256.08,-3815.84,-3609.14,-1616.93,-1639.55,-1242.48,
409600,-4843.97,-3412.05,-2750.41,-1642.38,-1671.58,-1337.22,
409700,-4147.6,-3795.53,-2370,-1583.02,-1787.08,-1307.05,
409800,-4161.77,-3587.07,-2588.71,-1770.48,-1773.58,-1378.25,
409900,-4099.39,-3788.29,-3844.5,-1096.59,-1612.15,-1304.51,
410000,-4609.73,-3120.24,-2604.5,-1252.58,-1866.73,-1327.11,
410100,-5200.85,-3500.17,-2302.82,-1588.4,-1569.79,-1335.62,
410200,-4429.73,-3573.99,-5621.9,126.834,-1930.99,-1165.43,
410300,-6563.07,-1280.23,-2596.8,-2233.23,-1766.29,-1247.4,
410400,-4279.65,-2645.63,-2636.49,-2314,-1640.42,-1319.71,
410500,-4015.14,-3780.46,-2901.5,-1842.16,-1678.73,-1187.1,
410600,-4539.45,-3809.98,-2343.27,-2199.81,-1569.55,-1315.3,
410700,-4166.57,-3853.99,-2743.61,-1205.65,-1738.3,-1345.36,
410800,-5285.33,-3107.16,-2601.06,-1672.62,-1650.72,-1326.47,
410900,-4208.49,-3930.51,-2554.69,-2124.8,-1814.86,-1193.49,
411000,-4532.24,-2713.73,-2734.18,-2024.07,-1559.12,-1334.12,
411100,-4128.16,-3872.87,-3610.6,-529.516,-1703.8,-1271.32,
411200,-4111.18,-3920.9,-2653.45,-1172.97,-1661.69,-1293.98,
411300,-4088.47,-3819.74,-2363.84,-1430.27,-1648.04,-1364.22,
411400,-4766.55,-3427.58,-3071.42,-1433.44,-1633.38,-1284.37,
411500,-5076.55,-3225.53,-2050.74,-1937.35,-1947.41,-1281.11,
411600,-4484.51,-3721.74,-2362.66,-1754.99,-1685.26,-984.8,
411700,-4251.25,-3368.7,-2468.58,-1719.56,-1765.1,-985.132,
411800,-4244.14,-3779.58,-2369.46,-2235.04,-1728.36,-1288.09,
411900,-4278.73,-3719.86,-2329.6,-2188.85,-1638.38,-820.471,
412000,-4105.11,-3759.04,-2256.31,-2143.8,-2152.34,-1056.77,
412100,-4206.01,-3695.51,-2879.69,-111.766,-1725.95,-1363.95,
412200,-5087.56,-3213.11,-2384.17,-1556.39,-1568.96,-1376.18,
412300,-4825.79,-2760.25,-5793.1,262.138,-1716.84,-1361.72,
412400,-4120.9,-3785.47,-2646.24,-1859.25,-1657.41,-1399.36,
412500,-4241.08,-3614.96,-2420.09,-1778.28,-1997.89,-1407.99,
412600,-4043.56,-3733.27,-2527.04,-2247.37,-1678.9,-1301.39,
412700,-4248.89,-3773.28,-2850.1,-1152.32,-1618.26,-1304.84,
412800,-4187.91,-3594.53,-2845.04,-2019.15,-2007.35,-1274.47,
412900,-4233.71,-3382.89,-2464.85,-1350.28,-1623.1,-613.204,
413000,-4968.6,-3298.98,-2388.78,-1853.97,-1639.05,-1275.26,
413100,-4449.16,-3399.7,-5385.65,1995.53,-1704.39,-970.934,
413200,-4535.27,-3846.27,-2484.64,-2073.64,-1956.46,-1240.59,
413300,-4063.19,-3607.12,-2470.01,-1886.01,-1632.63,-1340.77,
413400,-4490.8,-3915.27,-2617.82,-2223.19,-1736.4,-1285.69,
413500,-4343.8,-3765.19,-2184.01,-2071.22,-1654.64,-1189.54,
413600,-4192.04,-3740.45,-2682.4,-2357.64,-1916.64,-1328.68,
413700,-4274.24,-3771.05,-2816.01,-2785.64,-1820.34,-1324.48,
413800,-4086.01,-3890.99,-2211.02,-2167.82,-1707,-1226.75,
413900,-4260.03,-3630.04,-5311.69,-1629.87,-1655.18,-1289.22,
414000,-6422.67,-1231.76,-3811.95,-1594.1,-1557.79,-1408.62,
414100,-4107.55,-3697.87,-2526.35,-2337.47,-1629.64,-1297.34,
414200,-4192.17,-3841.02,-2950.57,-1799.84,-1584.09,-1365.76,
414300,-4319.45,-3713.21,-2291.5,-2077.2,-1633.44,-1393.77,
414400,-5493.41,-3747.85,-3646.24,695.11,-1620.93,-1356.06,
414500,-4120.13,-3480.67,-2254.88,-2174.09,-1857.17,-937.883,
414600,-4101.37,-3580.3,-2439.25,-2083.79,-2002.15,-1230.41,
414700,-4087.06,-3845.75,-2652.35,141.324,-1691.4,-1264.1,
414800,-4244.67,-3845.19,-2550.55,-1927.61,-1633.75,-1308.81,
414900,-4141.45,-3912.45,-3378.79,-1695.6,-1724.74,-1315.74,
415000,-4130.7,-3722.69,-2299.33,-1341.67,-1650.29,-1143.44,
415100,-4512.11,-3946.14,-2384.34,-2340.47,-1622.98,-1249.67,
415200,-4359.7,-3589.7,-2054.05,-2046.44,-1574.01,-1311.51,
415300,-4555.85,-3475.95,-3091.22,-1873.66,-1654.46,-1240.09,
415400,-4173.26,-3938.98,-2572.3,-2474.69,-1638.73,-1256.78,
415500,-4090.64,-3850.9,-2702.22,-1156.62,-1650.96,-1302.21,
415600,-4352.78,-3507.43,-2275.25,-2269.17,-1710.44,-1232.16,
415700,-4477.66,-3858.71,-3413.87,-758.664,-1640.03,-1303.69,
415800,-4102.65,-3642.99,-2820.37,-400.49,-1621.94,-1351.13,
415900,-4901.31,-3926.14,-2594.95,-1953.76,-1737.49,-1292.6,
416000,-4339.91,-3077.64,-4630.61,-132.17,-1870.85,-1231.31,
416100,-4167.08,-3785.61,-2991.6,-1361.65,-1610.38,-1352.78,
416200,-4370.72,-3869.99,-6414.31,736.176,-1669.64,-1316.75,
416300,-4063.51,-3886.02,-3291.24,-2192.06,-1587.17,-1259.49,
416400,-4524.34,-3614.14,-3532.2,-1387.86,-1552.29,-1260.94,
416500,-4167.85,-3830.19,-2562.64,-1956.77,-1634.69,-1350.84,
416600,-4249.43,-3892.3,-2773.24,-2142.1,-1641.01,-1349.63,
416700,-4386.3,-3664.22,-2744.16,-1220.16,-1647.8,-1307.87,
416800,-4276.15,-3781.02,-4107.08,-2273.69,-1615.79,-1285.07,
416900,-5242.11,-3607.56,-2231.74,-1818.85,-1632.3,-1012.99,
417000,-4265.81,-3709.36,-2424.29,-1859.44,-1699.42,-1246.79,
417100,-4394.01,-3474.15,-2475.03,-2152.83,-1801.04,-1294.11,
417200,-4062.67,-3728.17,-5939.98,-1345.58,-1871.19,-1203.42,
417300,-4214.52,-3614.5,-2902.76,-640.266,-1750.99,-1238.07,
417400,-4305.8,-3743.76,-2669.26,-1866.87,-1623.95,-1237.83,
417500,-4212.86,-3294.35,-2935.4,-2215.13,-1566.25,-1294.89,
417600,-4213.7,-3820.27,-2692.68,-2495.4,-1797.28,-1396.86,
417700,-4012.68,-3612.59,-2688.8,-1304.24,-1676.96,-1323.11,
417800,-4355.9,-3348,-3158.05,-1964.17,-1679.97,-1265.25,
417900,-4316.68,-3465.88,-2352.9,-1733.55,-1638,-1326.91,
418000,-4278.26,-3681.44,-3176.09,-1596.47,-1571.12,-1286.1,
418100,-4098.14,-3696.43,-3199.51,-2306.1,-1736.79,-1347.93,
418200,-4525.12,-3842.01,-4119.64,1239.05,-1653.41,-1102.03,
418300,-5997.22,-3605.55,-2215.78,-1945.34,-1644.33,-1201.93,
418400,-4106.7,-4015.17,-3494.56,-1857.33,-1684.94,-1395.5,
418500,-5139.97,-3883.44,-2465.26,-1342.86,-1680.91,-896.269,
418600,-4170.25,-3857.91,-3087.53,-1824.75,-1739.83,-1264.66,
418700,-4392.43,-3734.19,-4353.29,313.509,-1727.94,-1281.5,
418800,-4289.32,-3752.64,-2075.49,-1519.17,-1825.85,-1392.39,
418900,-4532.24,-3499.69,-2128.97,-1799.29,-1624.48,-1133.49,
419000,-5617.04,-3646.26,-3450.76,-2171.59,-1653.39,-1379.42,
419100,-4058.77,-3710.16,-2283.63,-2203.44,-1719.43,-1285.8,
419200,-4021.73,-3910.93,-2723.52,-2121.77,-1669.51,-1269.11,
419300,-4336.02,-3608.76,-5872.04,16.5571,-1716.78,-1320.12,
419400,-4412.77,-3722.91,-5882.03,-189.319,-1661.51,-1384.62,
419500,-4257.51,-3842.91,-3310.81,-1841.54,-1702.61,-1352.96,
419600,-4302.95,-3693.04,-2313.13,-2137.69,-2047.6,-1271.95,
419700,-4721.5,-3515.68,-2965.25,-2367.86,-1826.54,-1241.58,
419800,-5295.53,-3643.27,-2590.93,-348.341,-1590.78,-1221.62,
419900,-4075.49,-3845.02,-2256.17,-1903.81,-1597.37,-1236.1,
420000,-4036.1,-3894.93,-2586.98,-1208.78,-1699.52,-1267.9,
420100,-4057.52,-3595.47,-5225.75,-933.96,-1609.89,-1305.92,
420200,-4714.4,-3611.4,-2326.02,-1971.21,-1698.64,-1215.28,
420300,-4687.06,-3479.98,-5222.23,1721.27,-1689.15,-1279.36,
420400,-4096.44,-3650.19,-3086.84,-1492.4,-1673.58,-1257.3,
420500,-4134.69,-3759.51,-2087.47,-2007.08,-1708.98,-1207.24,
420600,-5430.58,-2063.4,-2665.32,-2363.13,-1618.83,-1256.32,
420700,-4100.12,-3872.65,-3057.27,-1958.41,-1603.49,-1255.36,
420800,-4068.47,-3343.17,-4559.23,-1240.54,-1689.65,-1377.51,
420900,-4248.82,-3869.02,-2771.06,-2216.89,-1656.54,-1253.24,
421000,-3971.38,-3781.91,-2507.99,-2309.9,-1652.58,-1175.75,
421100,-4169.95,-3785.87,-3847.9,-1767.26,-1623.68,-1312.47,
421200,-6102.56,-1446.75,-2063.26,-1999.64,-2052.82,-894.434,
421300,-4050.31,-3967.41,-2729.96,-2388.92,-2301.94,-1032.26,
421400,-3979.86,-3891.92,-2196.74,-2080.57,-1695.93,-1314.39,
421500,-4171.76,-3642.69,-2490.23,-2249.77,-1610.22,-1328.99,
421600,-4214.58,-3565.78,-2727.92,-1688.64,-1626.96,-996.886,
421700,-4088.2,-3796.38,-2385.77,-1878.76,-1611.79,-1370.43,
421800,-4185.97,-3664.74,-2251.19,-664.747,-1859.41,-1217.45,
421900,-4311.25,-3759.9,-4816.94,-982.515,-2636.09,-205.183,
422000,-4360.15,-3540.23,-2536.97,-1886.09,-1651.46,-1280.01,
422100,-4540.58,-3043.56,-4921.24,-632.445,-1580.68,-1227.34,
422200,-4066.88,-3469.82,-3201.78,-260.543,-1721,-1166.55,
422300,-3915.37,-3698.03,-2723.24,-2309.75,-1566.01,-1394.63,
422400,-4251.52,-3903.52,-2499.37,-1164.5,-1687.74,-1171.29,
422500,-4004.5,-3784.99,-2524.69,-1000.18,-1734.17,-1323.98,
422600,-4244.36,-3662.77,-2479.94,-2180.91,-1665.22,-1348.89,
422700,-4243.29,-3718.22,-2105.72,-1999.4,-1768.06,-1269.3,
422800,-4112.2,-3741.47,-3181.05,-2333.64,-1821.76,-1257.17,
422900,-4250.8,-3910.61,-2163.49,-1632.28,-1634.84,-1344.4,
423000,-4661.58,-2527.49,-2632.01,-2235.72,-1645.05,-1360.34,
423100,-4180.91,-3223.85,-4700.82,-1846.69,-1597.66,-1355.13,
423200,-4168.41,-3807.74,-2724.48,-1894.15,-1831.22,-1388.32,
423300,-4246.37,-3473.62,-2469.56,-1608.56,-1859.3,-1168.2,
423400,-4493.43,-3535.61,-6184.34,1766.25,-1558.81,-1354.78,
423500,-4194.6,-3085.48,-5702.72,1307.83,-1580.43,-1356.18,
423600,-4096.34,-3920.16,-2309.01,-1882.93,-1683.48,-1383.14,
423700,-4035.36,-3560.26,-2467.71,-1973.04,-1695.39,-1243.84,
423800,-4391.73,-3863.8,-2846.58,-1983.65,-1899.51,-1194.77,
423900,-4095.57,-3533.71,-3108.39,-1818.59,-1660.71,-1332.24,
424000,-4098.16,-3796.23,-2683.78,-857.403,-1840.71,-1169.8,
424100,-4189.13,-3689.8,-5554.82,122.883,-1720.35,-1308.89,
424200,-4570.12,-3630.57,-2833.26,-2110.47,-1658.84,-1377.22,
424300,-4371.22,-3602.92,-3555.92,-2231.36,-1838.16,-1329.76,
424400,-4229.78,-3504.77,-2335.55,663.226,-1686.77,-1251.71,
424500,-4220.48,-3677.06,-3188.88,-1307.63,-1725.73,-1259.76,
424600,-4111.19,-3857.4,-2457.23,-2263.51,-1692.54,-1198.4,
424700,-4688.33,-3510.1,-2948.73,-2156.06,-1847.04,-1254.66,
424800,-4720.79,-2480.5,-3433.62,-1917.86,-1650.52,-1054.74,
424900,-4052.16,-3699.09,-2041.49,-1946.41,-1667.44,-1224.09,
425000,-4199.24,-3834.1,-2199.66,-2160.35,-1681.81,-1403.25,
425100,-4179.45,-3901.29,-2819,-1697.05,-1701.95,-1217.72,
425200,-5773.31,-2493.34,-2307.59,-1815.44,-1641.86,-1357.99,
425300,-4223.94,-3791.76,-2409.26,-442.312,-1608.6,-1304.82,
425400,-4228.75,-3800.45,-2267.13,-1711.23,-1772.44,-1035.51,
425500,-4327.51,-3558.75,-5763.23,1821.82,-1897.4,-1337.38,
425600,-4898.48,-3673.49,-3480.92,-1399.91,-1612.04,-1298.09,
425700,-4065.31,-3952.68,-2260.28,-2169.49,-1679.49,-1296.06,
425800,-4939.11,-3180.18,-2461.29,-2048.5,-1703.68,-1330,
425900,-4163.03,-3709.91,-2221.58,-2146,-1788.44,-1189.31,
426000,-5204.58,-3733.27,-2333.93,-2238.46,-1676.75,-737.399,
426100,-4642.44,-3654.56,-2772.3,-1558.8,-2017.86,-1351.97,
