"Pass","Start S1","End S1","Start S2","End S2","Start S3","End S3",
83400,-4306.04,-3546.22,-2610.42,-2263.84,-1751.57,-1358.43,
83500,-4244.1,-3723.05,-2466.07,-1629.97,-1652.16,-1279.98,
83600,-4471.12,-3087.9,-6550.02,953.443,-1710.62,-1265.53,
83700,-4148.75,-3618.23,-2891.14,-1718.54,-1773.24,-1298.01,
83800,-5023.22,-3821.48,-2474.98,-2099.32,-1898.83,-1263.63,
83900,-4422.08,-3480.64,-2476.22,-2030.43,-1648.23,-1304.97,
84000,-4066.36,-3893.33,-1995.63,-1755.21,-1670.19,-1399.96,
84100,-4166.56,-3523.75,-2476.95,-2139.97,-1628.45,-1370.63,
84200,-4213.49,-3854.35,-2819.58,-1168.84,-1661.08,-1341.23,
84300,-4195.59,-3710.12,-2387.97,-896.685,-1574.22,-1375.11,
84400,-4114.07,-3904.29,-2346.5,-2017.69,-1706.72,-1264.41,
84500,-4010.42,-3767.2,-4928.8,-2126.62,-1566.03,-1390.8,
84600,-4733.1,-2626.41,-2554.6,-1273.04,-1742.17,-1245.96,
84700,-4484.58,-3334.41,-2841.98,-2340.16,-1742.49,-1304.63,
84800,-4435.81,-3225.85,-5364.01,-2064.51,-1695.29,-1298.73,
84900,-5003.52,-2902.89,-2632.34,-2393.35,-1678.75,-1168.99,
85000,-4172.76,-3358.39,-2344.56,-2100.08,-1681.18,-1116.31,
85100,-4258.73,-3742.8,-3617.58,-833.774,-2591.63,-1080.43,
85200,-4200.55,-3805.87,-3368.45,-1905.44,-1718.84,-967.38,
85300,-4352.21,-3717.55,-3003.03,-2071.56,-1804.45,-1297.53,
85400,-4019.35,-3742.02,-2798,-642.344,-1830.96,-1222.44,
85500,-4413.3,-3789.76,-2027.35,-1949.14,-1645.07,-1301.62,
85600,-4024.39,-4002.46,-4010.75,-1693.55,-1566.19,-1238.39,
85700,-4025.95,-3965.55,-3573.29,-1190.87,-1662.18,-1329.38,
85800,-4199.72,-3739.15,-3042.57,-2253.76,-1782.23,-1153.56,
85900,-4290.46,-3270.18,-3363.44,-888.27,-1691.04,-1296.31,
86000,-4641.08,-3563.25,-2432.96,-1841.85,-1672.88,-1120.27,
86100,-4372.71,-3860.97,-2506.68,-1255.67,-1648.36,-1234.69,
86200,-4228.91,-3279.36,-2343.28,-2191.34,-1629.07,-1404.59,
86300,-5511.05,-2380.4,-2523.27,-1691.81,-1630.17,-1286.11,
86400,-4099.49,-3893.78,-2568.14,-2001.41,-1588.37,-1353.85,
86500,-4117.23,-3891.67,-3653.32,-2236.15,-1604.52,-1351.22,
86600,-4186.82,-3711.3,-2507.92,-1918.89,-1560.01,-1346.55,
86700,-4027.54,-3826.87,-2283.34,-656.637,-1592.7,-1367.52,
86800,-4105.03,-3737.72,-2368.55,-2124.73,-1616.9,-1283.91,
86900,-4123.46,-3594.34,-2360.73,-1898.32,-1660.8,-1019.65,
87000,-4004.1,-3611.46,-2545.34,-1756.25,-1680.06,-1300.26,
87100,-4734.95,-3413.62,-6599.4,2000.24,-1765.31,-1267.32,
87200,-4032.37,-3902.46,-2938.05,-1841.87,-1745.94,-886.728,
87300,-4098.72,-3878.68,-2271.28,-561.915,-1771.31,-1032.86,
87400,-4269.84,-3534.9,-2315.55,-2191.58,-1742.47,-1236.99,
87500,-4247.03,-3397.72,-2385.5,-1843.77,-1705.69,-1354,
87600,-4465.74,-3787.11,-3489.05,-1422.28,-1554.8,-1396.33,
87700,-4233.52,-3722.21,-2463.72,-2216.62,-1715.92,-1411.69,
87800,-4675.88,-3619.28,-2625.04,-2297.45,-2226.34,-791.561,
87900,-4069.89,-3836.74,-2453.89,-1849.58,-1753.67,-1217,
88000,-4333.82,-3719.46,-2308.5,-2161.6,-1652.39,-1309.34,
88100,-4703.18,-3021.09,-2637.39,-2208.95,-1658.73,-1172.48,
88200,-4363.05,-3860.73,-2302.14,-825.07,-1790.55,-908.791,
88300,-4973.46,-3709.85,-2160.97,-2105.28,-2233.87,-1257.76,
88400,-4201.79,-3618.26,-3746.38,-1711.97,-1621.12,-1369.16,
88500,-4122.7,-3669.46,-2722.4,-1110.24,-1671.39,-1000.23,
88600,-4032.23,-3448.48,-2651.88,-1852.97,-1882.64,-1331.28,
88700,-6502.69,-3891.42,-6550.08,1904.53,-1807.58,-1306.6,
88800,-4170.17,-3941.65,-2132.47,-2126.51,-1671.68,-1366.11,
88900,-4017.16,-3486.95,-2481.58,-1814.1,-1600.07,-1377.26,
89000,-4102.48,-3796.86,-2741.6,-63.611,-1822.25,-1070.06,
89100,-4090.95,-3735.4,-2196.31,-1962.55,-1687.31,-847.739,
89200,-4142.22,-3651.11,-2742.69,-1443.55,-2006.18,-1340.84,
89300,-4438.05,-3582.94,-4091.99,201.31,-1768.8,-1040.73,
89400,-4221.26,-3782.36,-6139.82,-407.234,-1792.57,-706.337,
89500,-4232.6,-3773.09,-2777.88,-484.825,-1695.67,-1339.96,
89600,-4719.22,-3659.66,-3212.87,-869.903,-1802.75,-945.476,
89700,-4316.76,-3809.91,-2448.21,-2017.49,-1582.03,-1214.63,
89800,-4965.22,-3825.9,-4179.98,813.518,-1765.01,-1312.22,
89900,-4767.32,-2713.68,-5734.95,-782.152,-1647.28,-1301.3,
90000,-4119.53,-3542.69,-2769.56,-265.878,-1808.6,-885.816,
90100,-4014.22,-3247.26,-3632.95,-860.197,-1997.85,-1327.52,
90200,-4447.9,-3014.17,-2940.28,-1514.29,-1726.39,-1059.49,
90300,-4278.14,-2930.28,-2764.15,-2511.02,-1653.33,-1325.32,
90400,-4232.8,-3317.62,-2882.17,-2391.01,-1793.66,-1138.17,
90500,-4238.2,-3769.45,-1968.88,-1882.93,-1725.59,-1346.41,
90600,-4183.11,-3359.82,-2637.53,-1235.89,-1585.87,-1239.61,
90700,-6239.27,-2149.97,-2933.2,-1544.07,-1762.07,-1319.74,
90800,-4164.15,-3755.37,-2127.59,-892.548,-1796.8,-1327.73,
90900,-4299.25,-3626.04,-3699.8,-1597.13,-1600.02,-1329.83,
91000,-4590.21,-3504.97,-2529.38,-2303.98,-1592.66,-1315.73,
91100,-4175.06,-3253.26,-2687.44,-1574.89,-1610.96,-1345.05,
91200,-3983.84,-3677.9,-3056.15,-449.506,-1726.41,-1224.96,
91300,-4041.6,-3738.8,-2615.49,-2308.54,-1660.28,-1368.3,
91400,-4194.02,-3855.63,-5202.15,-1254.27,-1752.15,-1333.64,
91500,-4099.8,-3893.27,-3850.85,-1871.18,-1783.55,-1225.59,
91600,-4175.48,-3666.47,-2310.76,-2120.29,-1593.89,-1198.29,
91700,-4198.04,-3713.77,-3580.74,-1892.77,-1812.13,-1279.03,
91800,-4284.85,-3803.47,-2194.14,-1466.24,-1703.57,-1377.45,
91900,-4138.72,-3839.87,-2543.84,-1234.23,-1795.34,-1356.49,
92000,-4322.24,-3883.25,-6031.81,1600.01,-1725.54,-905.808,
92100,-4429.53,-2983.15,-2393.31,-2092.13,-1629.75,-1280.64,
92200,-4091.05,-1984.23,-3589.76,-1381.28,-1753.49,-1249.84,
92300,-5679.39,-2417.77,-4846.33,-1600.21,-1925.74,-1197.43,
92400,-4592.79,-3127.77,-2723.86,-1442.06,-1635.04,-1310.3,
92500,-4089.76,-3934.95,-3288.5,641.438,-1775.64,-1205.6,
92600,-5205.85,-2690.11,-2509.14,-1970.46,-1759.43,-1222.76,
92700,-4484.36,-3709.53,-3011.84,-2013.16,-1673.44,-1269.1,
92800,-4169.55,-3778.16,-2650.02,-1763.93,-1599.26,-1324.98,
92900,-4603.56,-3526.57,-5266.89,-2137.69,-1643.45,-1392.8,
93000,-4156.14,-3650.85,-2719.53,-1951.17,-1684.16,-1286.1,
93100,-4371.22,-3691.44,-2578.87,-1024.79,-1571.51,-1128.44,
93200,-4691.72,-3950.09,-5716.4,-1591,-1750.94,-1343.11,
93300,-4544.48,-3464.81,-5479.31,-1851.2,-1641.76,-1202.99,
93400,-4462.14,-3764.47,-2724.74,-1079.73,-2057.87,-1321.61,
93500,-4770.72,-3454.05,-2536.4,-2479.4,-1679.76,-1242.38,
93600,-4324.65,-3684.6,-2313.5,-1948.74,-1733.43,-1317.84,
93700,-4156.42,-3523.84,-3625.52,-2724.1,-1741.12,-1331.86,
93800,-4813.05,-3678.33,-2704.87,-2639.99,-1724.12,-1399.31,
93900,-4294.23,-3317.76,-2524.17,-2221.58,-1800.3,-1200.58,
94000,-4057.45,-3684.41,-3724.57,-1713.08,-1755.63,-1261.17,
94100,-4014.21,-3939.79,-2249.8,-2201.28,-1670.06,-1403.02,
94200,-4096.47,-3782.56,-2167.25,-1637.2,-1835.97,-1005.91,
94300,-4369.72,-3086.32,-2114.04,-1878.64,-1684,-1228.9,
94400,-5757.2,-3166.26,-3200.6,-1847.52,-1618.3,-1311.33,
94500,-4155.38,-3836.23,-1977.9,-1892.72,-1786.17,-1284.93,
94600,-4115.08,-3865.36,-5805.06,9.62176,-1748.36,-1296.91,
94700,-4371.29,-3562.54,-2385.78,-1585.81,-1681.5,-1286.2,
94800,-4328.66,-3402.41,-1855.35,-1652.19,-1687.06,-1289.87,
94900,-4353.67,-3570.44,-6056.55,-533.716,-1716.12,-1285.83,
95000,-4565.02,-3779.9,-3241.22,-1778.68,-1711.88,-1233.8,
95100,-4189.91,-3735.85,-2675.34,-1722.93,-1777.74,-1299.09,
95200,-4209.44,-3874.76,-2533.83,-2114.07,-1669.64,-1257.48,
95300,-4751.69,-3728.41,-2150.29,-1620,-1569.15,-1402.73,
95400,-4229.47,-3832.23,-2410.36,-1416.23,-1706.59,-1214.65,
95500,-4627.72,-3571.64,-3044.59,-2076.19,-1699.29,-1319.07,
95600,-4170.42,-3237.58,-6363.84,1281.22,-1680.9,-1245.63,
95700,-4952.24,-3106.02,-1836.11,-1654.69,-1619.93,-1373.34,
95800,-4118.56,-3625.74,-2442.71,-2221.3,-2009.45,-833.027,
95900,-4151.37,-3870.32,-2127.54,-2073.7,-1657.98,-1190.53,
96000,-4286.58,-3704.13,-3745.44,-719.618,-1645.71,-1356.22,
96100,-4455.22,-2315.68,-2147.91,-1932.63,-1699.83,-1120.61,
96200,-4375.74,-2863.89,-3315.81,-1597.08,-1890.22,-1038.85,
96300,-4419.72,-3715.96,-2598.02,-1797.18,-1666.79,-1133.23,
96400,-6262.54,-1734.53,-1741.01,-1628.86,-1704.46,-1339.14,
96500,-4104.42,-3806.82,-3871.01,1667.61,-1650.42,-1357.01,
96600,-4086.93,-3877.74,-2576.15,-2104.1,-1821.19,-1370.21,
96700,-4279.19,-3642.09,-3306.64,-1538.64,-1774.69,-1179.09,
96800,-4459.42,-3693.41,-2674.85,-1993.51,-1670.5,-1319.56,
96900,-4194.39,-3823.31,-2137.48,-2057.35,-1707.18,-1348.29,
97000,-4237.62,-3852.57,-2684.28,-108.071,-1672.73,-1321.24,
97100,-4486.44,-3910.69,-3955.24,-1506.38,-1556.9,-1361.76,
97200,-4053.26,-3922.36,-2257.94,-1333.42,-1741.17,-1241.4,
97300,-4082.14,-3819.93,-2624.87,-1470.58,-1698.64,-1283.55,
97400,-4083.54,-3733.39,-2928.83,-2773.26,-1821.32,-1276.21,
97500,-4286.67,-3727.43,-2965.92,-2205.41,-1627.05,-1155.39,
97600,-4053.4,-3924.46,-2200.79,-2137.31,-1715.62,-1408.9,
97700,-4223.95,-3768.04,-2107.03,-1935.39,-1671.9,-1188.92,
97800,-4640.67,-2705.28,-5420.49,8.9732,-1760.6,-1263.68,
97900,-4356.49,-3519.53,-3043.18,-2187.02,-1654.08,-1331.49,
98000,-4313.46,-3768.09,-2168.67,-1872.84,-1794.54,-1303.94,
98100,-4977.81,-3515.7,-2890.35,-1650.4,-1681.13,-1288.36,
98200,-4331.16,-3461.41,-3518.98,-275.81,-1672.52,-1347.85,
98300,-4616.01,-3832.16,-6442.16,1462.3,-1825.66,-1311.95,
98400,-4804.85,-3876.59,-2499.21,-1255.54,-1726.45,-736.325,
98500,-4062.09,-3710.52,-1953.84,-1757.33,-2056.01,-1289.38,
98600,-4057.62,-3886.84,-2585.44,-1767.82,-1579.92,-1370.6,
98700,-4453.93,-3728.12,-3994.63,-958.521,-1658.45,-1412.37,
98800,-4174.15,-3728.99,-2245.32,-2137.58,-1682.57,-1293.65,
98900,-4274.01,-3539.4,-2057.12,-2035.47,-1667.89,-784.076,
99000,-4404.59,-3731.35,-2460.77,-1790.58,-1596.69,-1268.97,
99100,-4085.9,-3655.92,-2288.01,-2262.44,-1784.52,-1285.26,
99200,-4719.56,-3714.99,-2174.91,-2127.07,-1714.28,-1171.43,
99300,-4304.52,-3789.46,-3046.7,-1559.24,-1618.93,-1279.49,
99400,-4080.26,-3707.41,-3366.96,-2440.37,-1666.24,-1327.74,
99500,-4097.56,-3755.96,-2382.12,-2130.21,-1749.98,-1370.14,
99600,-4066.24,-3859.35,-2715.22,-2102.5,-1718.09,-923.281,
99700,-4192.94,-3667.84,-4827.13,-538.532,-2097.83,-1233.36,
99800,-4125.13,-3806.17,-2687.07,-2128.74,-1732.21,-1199.95,
99900,-4512.08,-3735.25,-2788.87,-2290.2,-1789.6,-971.969,
100000,-4225.42,-3704.49,-4620.27,-1930.89,-1706.83,-1262.48,
100100,-4460.11,-3609.65,-3752.28,-1963.5,-1693.66,-1275.85,
100200,-4089.72,-3655.95,-3026.58,-1987.92,-1731.54,-1382.45,
100300,-4409.54,-3849.72,-6600.09,431.587,-1725.8,-1309.15,
100400,-4247.61,-3339.35,-2801.7,-1809.15,-1675.5,-1254.68,
100500,-4290.95,-2877.15,-4190.22,-1617.94,-1718.18,-1233.38,
100600,-4304.56,-3740.24,-2411.39,-340.881,-1664.39,-1214.75,
100700,-4184.53,-3084.92,-2644.1,-2181.41,-1628.84,-1363.71,
100800,-3888.04,-3788.59,-4559.21,-2529.89,-1774.38,-1273.98,
100900,-4269.64,-3670.27,-3418.71,-1233.48,-1805.6,-1368.78,
101000,-3964.94,-3773.39,-3700.77,529.139,-1601.8,-1324.2,
101100,-4330.97,-3770.83,-3485.1,-2133.1,-1732.28,-1281.92,
101200,-4256.31,-3776.83,-2867.08,-2259.88,-1748.99,-1309.03,
101300,-4032.93,-3942.75,-2233.59,-2202.64,-1638.98,-1292.96,
101400,-3995.74,-3979.87,-2272.71,-267.076,-1810.04,-1028.04,
101500,-4482.98,-3926.83,-2702.38,-1118.7,-1662.7,-1365.98,
101600,-4031.13,-3821.86,-3758.17,135.847,-1659.16,-1212.02,
101700,-4033.24,-3662.29,-2312.16,-1393.14,-1690.56,-1272.18,
101800,-4073.34,-3865.87,-5237.54,382.925,-1728.5,-1362.06,
101900,-4137.2,-3785.37,-6194.96,-644.18,-1571.93,-1352.15,
102000,-6221.01,-3033.94,-2981.04,-1653.54,-1798.19,-1295.87,
102100,-4275.43,-3644.38,-2797.71,-2037.75,-1634.99,-1289.72,
102200,-4103.73,-3476.51,-2383.38,-1601.7,-1713.39,-1358.19,
102300,-4932.7,-3725.32,-2777.59,-2015.17,-1728.32,-1295,
102400,-4616.53,-3783.28,-4133.58,-354.847,-1776.64,-1238.1,
102500,-4020.08,-3773.43,-4075.09,-1403.34,-1659.97,-1371.35,
102600,-4055.81,-3884.69,-2318,-1958.32,-2016.22,-1183.22,
102700,-4170.03,-3665.05,-3047.66,-2289.59,-1611.68,-1140.88,
102800,-4123.77,-3836.03,-2371.46,-1882.54,-1730.95,-1308.12,
102900,-4673.99,-3822.89,-2274.35,-2020.6,-1637.26,-1292.94,
103000,-4364.64,-3194.94,-1919.51,-1681.09,-1726.43,-1321.06,
103100,-4538.5,-3393.31,-2989.41,-1639.28,-1724.26,-1312.06,
103200,-5127.09,-3212.93,-2375.64,-2133.62,-1785.78,-1321.21,
103300,-5727.57,-3571,-2788.69,-408.031,-1724.79,-1204.28,
103400,-4279.2,-3838.5,-2889.75,-1405.6,-1655.08,-1189.6,
103500,-4012.29,-3633.5,-2324.45,-2189.14,-1583.94,-1350.35,
103600,-4423.98,-3029.13,-3365.68,-1471.78,-1806.26,-1313.91,
103700,-4225.03,-3627.09,-3827.04,-1538.71,-1553.95,-1367.43,
103800,-4824.71,-3662.79,-2137.52,-2016.88,-1555.39,-1341.94,
103900,-4483.64,-3629.88,-2458.56,-2230.49,-1737.56,-661.768,
104000,-4149.45,-3942.28,-3337.26,-688.747,-1762.96,-1234.2,
104100,-4036.43,-3743.38,-2582.88,-2128.88,-1587.32,-1237.47,
104200,-4308.34,-3783.19,-2310.71,-706.245,-1596.57,-1295.88,
104300,-4232.02,-3832.87,-3392.02,-1452.27,-1582.55,-1315.94,
104400,-4215.32,-3623.38,-2337.38,-2177.81,-1684.57,-1341.24,
104500,-4567.21,-3677.94,-6418.29,1542.44,-1779.03,-1081.42,
104600,-4248.23,-3579.52,-2233.86,-1839.81,-1909.86,-1335.73,
104700,-4144.02,-3571.86,-5192.34,994.287,-1691.63,-1306.5,
104800,-4101.37,-3994.74,-2539.78,-1666.69,-1706.97,-1127.18,
104900,-4047.7,-3399.67,-2578.09,-2238.66,-1718.31,-1134.28,
105000,-4446.87,-3030.94,-3260.14,-118.718,-1965.31,-1303.57,
105100,-4176.1,-3260.2,-3273.02,-385.586,-1666.2,-1250.22,
105200,-4255.72,-3884.58,-2797.88,-2165.23,-1922.51,-1220.25,
105300,-4297.65,-3850.96,-2089.5,-1907.82,-1667.81,-1243.78,
105400,-4152.94,-3865.1,-2112.49,-1476.45,-1636.29,-1232.72,
105500,-4135.04,-3804.83,-2756.5,-2400.44,-1739.05,-1247.56,
105600,-4297.4,-3577.47,-2271.62,-1259.92,-1937.77,-1321.25,
105700,-4213.21,-3372.78,-2322.66,-1406.06,-1677.42,-848.953,
105800,-4201.67,-3686.39,-3631.03,-76.2184,-1607.23,-1249.2,
105900,-4286.54,-3762.94,-1958.13,-1285.35,-1666.3,-1391.34,
106000,-4316.94,-3750.34,-4859.33,-1828.75,-1705.43,-1240.49,
106100,-4244.39,-3749.75,-2051.18,-1875,-1746.24,-1344.58,
106200,-4379.03,-3180.85,-2396.53,-1807.93,-1632.74,-1308.66,
106300,-4159.24,-3480.67,-2537.43,-1973.66,-1790.71,-1186.14,
106400,-4554.1,-3670.66,-2437.97,745.409,-1799.83,-1300.01,
106500,-5060.75,-3134.75,-2505.74,-2009.76,-1741.74,-1332.33,
106600,-4916.2,-3601.68,-2105,-2042.72,-1807.14,-1174.99,
106700,-4130.86,-3647.93,-2646.48,-1584.55,-1932.16,-1318.61,
106800,-4078.91,-3883.87,-2363.94,-2249.4,-1780.53,-1310.35,
106900,-4420.56,-3768.85,-2550.1,-2433.01,-1788.85,-1282.31,
107000,-4499.96,-3116,-2458.62,-1962.94,-1681.83,-1365.03,
107100,-4266.14,-3774.05,-4090.54,-1919.83,-1604.99,-1380.79,
107200,-4216.15,-3839.94,-2428.35,-2228.06,-1564.17,-1367.42,
107300,-4367.52,-2717.39,-4192.35,-1938.62,-1657.79,-1242.17,
107400,-4266.56,-3878.79,-2576.99,-2519.84,-1705.95,-1281.91,
107500,-4322.33,-3615.67,-5848.54,-874.033,-1671.66,-1306.83,
107600,-4032.6,-3836.35,-2696.67,-1890.77,-1687.68,-1246,
107700,-4146.45,-3752.59,-3023.78,-1747.7,-1712.58,-1394.98,
107800,-4091.43,-3661.32,-2285.89,-2197.47,-1648.28,-1397.02,
107900,-4072.86,-3834.92,-2377.79,-2096.32,-1668.81,-1328.45,
108000,-3982.42,-3699.04,-5854.6,35.6904,-1763.47,-1284.19,
108100,-4146.2,-3787.71,-2350.03,-2051.18,-1672.31,-1230.39,
108200,-4128.19,-3616.64,-2212.18,1242.39,-1621.83,-1327.92,
108300,-4064.24,-3746.93,-2149.39,-2003.03,-1798.42,-1151.83,
108400,-4409.7,-3880.96,-2825.33,-1948.08,-1670.13,-1242.48,
108500,-5019.74,-3665.68,-4739.33,-1842.99,-1927.93,-1230.69,
108600,-4145.19,-3908.74,-3891.82,-1939.99,-1634.32,-941.762,
108700,-4184.22,-3326.78,-2517.71,-2449.44,-1626.29,-1301.73,
108800,-4176.25,-3915.77,-2173.33,-2132.19,-1717.99,-1323.53,
108900,-4080.42,-3800.6,-3070.01,-1981.96,-1691.7,-1388.09,
109000,-4173.66,-3707.43,-2600.42,-1748.85,-1795.87,-1206.98,
109100,-4330.05,-3744.94,-2242.18,-2174.45,-1632.57,-1180.53,
109200,-5909.35,-3775.5,-2587.35,-2352.37,-1624.03,-1248.21,
109300,-4773.13,-3545.26,-4236.49,-2108.56,-1766.55,-1328.84,
109400,-4300.92,-3868.18,-2537.93,-1977.16,-1876.3,-1085.49,
109500,-4301.52,-3746.57,-3124.58,-2108.69,-1857.38,-1281.91,
109600,-4044.05,-3605.77,-3426.26,-2312.03,-1754.56,-1029.36,
109700,-4077.18,-3318.47,-5602.1,1985.28,-1742.01,-1285.53,
109800,-4313.6,-3360.32,-2775.05,-2232.23,-1584.62,-1380.38,
109900,-6312.48,-1630.52,-2303.19,-1781.06,-1782.13,-1327.06,
110000,-4620.23,-3566.93,-2823.86,-2186.6,-1583.3,-1050.89,
110100,-4077.07,-3754.42,-2873.48,-2193.87,-1647.22,-1204.3,
110200,-4278.18,-3582.62,-2970.65,-1994.49,-1616.28,-1373.95,
110300,-5021.25,-3796.32,-2769.44,-2120.24,-1701.77,-1289.76,
110400,-4175.75,-3552.25,-6533.18,-2091.07,-1655.85,-1141.35,
110500,-4740.37,-3694.18,-2388.37,-1993.63,-1728.13,-1219.3,
110600,-4279.51,-3886.1,-2994.18,1626.44,-1667.94,-1246.65,
110700,-4227.64,-3679.95,-2537.42,-1889.36,-1597.49,-1283.53,
110800,-4950.63,-3435,-3636.32,-1932.88,-1580.15,-1332.26,
110900,-4118.12,-3819.05,-6070.79,-933.343,-1723.21,-1329.82,
111000,-4114.34,-3809.09,-5155.86,1859.01,-1785.07,-1046.28,
111100,-4320,-3770.03,-3185.03,-1179.24,-1619.34,-1296.27,
111200,-4385.32,-3742.03,-5189.22,-175.002,-1576.25,-1373.23,
111300,-4130.8,-3322.94,-2468.61,-1691.5,-1552.1,-1374.97,
111400,-4092.32,-3091.42,-2361.65,-2229.99,-1677.3,-1369.76,
111500,-4487.63,-3724.95,-3493.97,-400.613,-1592.55,-1216.04,
111600,-4171.35,-3699.08,-3659.01,-1663.03,-1630.41,-1342.81,
111700,-4156.82,-3914.58,-2453.71,-1996.1,-1661.75,-1323.96,
111800,-4558.03,-3431.34,-4411.13,-2130.62,-1649.96,-1315.97,
111900,-4278.28,-3678.96,-2465.55,-1794.69,-1616.14,-1245.21,
112000,-4271.34,-3473.97,-3018.23,-1147.23,-1796.98,-1344.58,
112100,-4373.63,-3542.45,-2342.88,-2109.52,-1651.15,-1119.48,
112200,-4259.39,-3671.88,-3334.28,-1285.73,-1819.67,-1068.04,
112300,-5128.36,-2421.21,-4457.7,-419.84,-1703.14,-1167.43,
112400,-4584.66,-3685.51,-4346.01,-581.202,-1559.17,-1039.27,
112500,-4635.45,-3844.79,-4788.38,-1934.23,-1638.69,-1311.17,
112600,-4791.18,-3788.06,-2900.5,239.434,-1652.59,-1261.81,
112700,-4802.63,-3778.42,-3728.8,-1533.96,-1695.8,-1349.72,
112800,-5308.48,-2922.45,-2177.17,-1642.62,-1805.54,-1188.71,
112900,-4084.66,-3890.13,-5751.98,-1601.54,-1750.95,-1377.89,
113000,-6552.82,-3558.26,-6462.1,1669.82,-1726.92,-1237.91,
113100,-4006.65,-3610.19,-3141.69,-2387.98,-1609.39,-1381.09,
113200,-4226.65,-3005.16,-2395.02,-939.563,-1689.05,-1332.55,
113300,-4374.74,-3510.91,-4314.87,-2245.04,-1658.56,-1273.48,
113400,-4566.47,-1330.29,-2687.62,-2626.79,-1945.59,-1125.44,
113500,-4071.86,-3798.52,-2516.06,-1740.97,-1733.32,-1311.99,
113600,-4027.83,-3848.66,-2438.17,-1896.41,-1618.61,-1309.73,
113700,-4199.64,-3642.52,-2328.29,-2323.53,-1793.91,-1254.33,
113800,-4651.67,-3455.65,-3492.79,-1578.88,-2081.3,-1265.06,
113900,-4677.26,-2064.73,-2422.6,-2286.43,-1972.49,-1269.95,
114000,-4109.16,-2972.03,-4867.19,-1423.75,-1740.26,-1140.85,
114100,-4016.46,-3892.46,-2934.21,-1892.3,-1865.28,-1315.57,
114200,-4545.89,-3807.3,-2438.47,-1749.06,-1999.79,-1005.7,
114300,-4627.85,-3773.92,-2526.39,-879.453,-1592.24,-1341.4,
114400,-4295.24,-3627.73,-2557.54,-2344.68,-1871.34,-1386.95,
114500,-4068.4,-3617.67,-3975.91,-1812.47,-1816.66,-1280.87,
114600,-4137.9,-3656.44,-2779.8,-2140.96,-1739.53,-1300.55,
114700,-4177.76,-3247.8,-3274.87,-2284.27,-1635.75,-1248.7,
114800,-4299.98,-3063.63,-5403.94,64.0039,-1647.47,-1267.18,
114900,-4546.34,-3863.63,-2116.63,-1841.17,-1563.5,-1384.62,
115000,-4218.54,-3838.69,-3350.58,-501.443,-1700,-1258.42,
115100,-5472.79,-3029.48,-2165.6,-1683.69,-1805.66,-1097.12,
115200,-4457.54,-3426.83,-3274.07,-1747.04,-1848.96,-1260.49,
115300,-5283.39,-2764.07,-2359.76,-2026.58,-1713.52,-1389.48,
115400,-4376.98,-3758.29,-4848.91,-1052.58,-1849.99,-1349.52,
115500,-4527.02,-3333.85,-4695.86,-1838.12,-1618.48,-1314.03,
115600,-4154.35,-3907.16,-2505.02,-2392.99,-1659.74,-1382.29,
115700,-4127.94,-3688.71,-2224.19,-2074.4,-1675.73,-1340.12,
115800,-4578.62,-3265.56,-2191.52,-2128.02,-1785.92,-1315.77,
115900,-4242.77,-3879.98,-2629.05,-1884.04,-1927.68,-1315.01,
116000,-4109.58,-3831.98,-3811.68,405.196,-1802.92,-1355.56,
116100,-4264.54,-3430.48,-3078.45,-1920.35,-1729.72,-1297.01,
116200,-4288.64,-3639.27,-3877.06,1510.74,-1903.76,-1195.63,
116300,-4404.86,-3810.59,-2341.35,-2096.31,-2009.45,-1071.95,
116400,-4185.33,-3879.89,-3569.07,-2291.31,-1676.59,-1084.04,
116500,-4426.78,-3103.29,-4237.15,-2157.89,-1927.82,-1199.76,
116600,-4258.17,-3700.67,-3380.23,-1652.42,-1675.25,-1159.12,
116700,-3822.73,-3704.79,-2773.5,-1190.78,-1870.86,-1266.91,
116800,-4029.58,-3761.05,-3196.17,-796.899,-1653.52,-1293.3,
116900,-4165.02,-3185.95,-2614.92,-1659.67,-1912.69,-1151.73,
117000,-4216.44,-3482.26,-6519.42,1977.2,-1641.23,-1375.29,
117100,-3841.24,-3789.71,-2236.64,-1897,-1797.65,-1074.12,
117200,-4001.74,-3560.12,-2610.53,1234.92,-1764.62,-1170.16,
117300,-4007.57,-3838.5,-2221.79,-1736.87,-1718.63,-1214.85,
117400,-5717.84,-3208.29,-3615.01,-2514.76,-1753.43,-1291.76,
117500,-4073.44,-3735.01,-2558.04,-2058.98,-1725.76,-1138.71,
117600,-4117.76,-3587.09,-2176.05,-1827.42,-1666.84,-1228.7,
117700,-4221.19,-3793.96,-2235.86,-2073.89,-1650.53,-1255.92,
117800,-4384.73,-3483.92,-2442.25,-2141.91,-1621.08,-1114.81,
117900,-4029.48,-3834.18,-2986.42,-1380.61,-1728.43,-1149.47,
118000,-4190.51,-3999.85,-2062.24,-1397.27,-1631.28,-1165,
118100,-5671.59,-2765.69,-6077.29,503.415,-1624.56,-1333.06,
118200,-4074.93,-3611.47,-2281,-2062.44,-1576.08,-1366.88,
118300,-4286.65,-3602.9,-2934.28,-1015.65,-1751.56,-1127.83,
118400,-4263.68,-3720.44,-2391.03,-2269.72,-1643.89,-1322.11,
118500,-4941.14,-3357.41,-3712.86,-1165.02,-1670.97,-1396.75,
